Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
9/2/2015,1/2/1900,September,2015,29,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,27,504,531
1/14/2014,1/14/1900,January,2014,29,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",29,42,54,66,1218,1284
1/14/2016,1/14/1900,January,2016,29,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",30,42,54,68,1260,1328
9/13/2013,1/13/1900,September,2013,29,Young Adults (25-34),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,15,126,141
9/13/2015,1/13/1900,September,2015,29,Young Adults (25-34),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,10,84,94
8/17/2013,1/17/1900,August,2013,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",17,42,54,167,714,881
8/17/2015,1/17/1900,August,2015,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,187,798,985
10/21/2013,1/21/1900,October,2013,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",29,42,54,285,1218,1503
10/21/2015,1/21/1900,October,2015,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",26,42,54,256,1092,1348
1/1/2014,1/1/1900,January,2014,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,39,168,207
1/1/2016,1/1/1900,January,2016,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,20,84,104
3/1/2014,1/1/1900,March,2014,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,69,294,363
3/1/2016,1/1/1900,March,2016,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,89,378,467
6/5/2014,1/5/1900,June,2014,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,89,378,467
6/5/2016,1/5/1900,June,2016,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,59,252,311
8/1/2013,1/1/1900,August,2013,30,Young Adults (25-34),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",28,42,54,18,1176,1194
8/1/2015,1/1/1900,August,2015,30,Young Adults (25-34),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,17,1050,1067
2/21/2014,1/21/1900,February,2014,30,Young Adults (25-34),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,5,294,299
2/21/2016,1/21/1900,February,2016,30,Young Adults (25-34),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,6,378,384
10/23/2013,1/23/1900,October,2013,27,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,0,42,42
10/23/2015,1/23/1900,October,2015,27,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,0,42,42
6/6/2014,1/6/1900,June,2014,27,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,0,168,168
6/6/2016,1/6/1900,June,2016,27,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,0,42,42
8/26/2013,1/26/1900,August,2013,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",29,42,54,332,1218,1550
8/26/2015,1/26/1900,August,2015,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",29,42,54,332,1218,1550
10/2/2013,1/2/1900,October,2013,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",11,42,54,126,462,588
10/2/2015,1/2/1900,October,2015,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,115,420,535
2/22/2014,1/22/1900,February,2014,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,80,294,374
2/22/2016,1/22/1900,February,2016,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",5,42,54,57,210,267
6/27/2014,1/27/1900,June,2014,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,92,336,428
6/27/2016,1/27/1900,June,2016,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,115,420,535
9/24/2013,1/24/1900,September,2013,26,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",13,42,54,58,546,604
9/24/2015,1/24/1900,September,2015,26,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",13,42,54,58,546,604
10/6/2013,1/6/1900,October,2013,26,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",13,42,54,58,546,604
10/6/2015,1/6/1900,October,2015,26,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",15,42,54,67,630,697
10/18/2013,1/18/1900,October,2013,26,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",13,42,54,58,546,604
10/18/2015,1/18/1900,October,2015,26,Young Adults (25-34),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,53,504,557
7/19/2013,1/19/1900,July,2013,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,1,336,337
7/19/2015,1/19/1900,July,2015,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",10,42,54,1,420,421
8/3/2013,1/3/1900,August,2013,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,2,630,632
8/3/2015,1/3/1900,August,2015,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,2,630,632
9/4/2013,1/4/1900,September,2013,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,2,588,590
9/4/2015,1/4/1900,September,2015,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,2,672,674
11/9/2013,1/9/1900,November,2013,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,2,714,716
11/9/2015,1/9/1900,November,2015,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,2,672,674
1/18/2014,1/18/1900,January,2014,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,2,714,716
1/18/2016,1/18/1900,January,2016,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,2,588,590
2/14/2014,1/14/1900,February,2014,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,0,168,168
2/14/2016,1/14/1900,February,2016,31,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,1,252,253
2/21/2014,1/21/1900,February,2014,31,Young Adults (25-34),M,United States,Minnesota,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,77,588,665
2/21/2016,1/21/1900,February,2016,31,Young Adults (25-34),M,United States,Minnesota,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,72,546,618
8/6/2013,1/6/1900,August,2013,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,11,42,53
8/6/2015,1/6/1900,August,2015,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,11,42,53
9/17/2013,1/17/1900,September,2013,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,295,1134,1429
9/17/2015,1/17/1900,September,2015,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",28,42,54,306,1176,1482
10/26/2013,1/26/1900,October,2013,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,98,378,476
10/26/2015,1/26/1900,October,2015,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,109,420,529
11/8/2013,1/8/1900,November,2013,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",21,42,54,229,882,1111
11/8/2015,1/8/1900,November,2015,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",20,42,54,218,840,1058
11/30/2013,1/30/1900,November,2013,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,22,84,106
11/30/2015,1/30/1900,November,2015,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,11,42,53
12/18/2013,1/18/1900,December,2013,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",15,42,54,164,630,794
12/18/2015,1/18/1900,December,2015,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",14,42,54,153,588,741
12/25/2013,1/25/1900,December,2013,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",13,42,54,142,546,688
12/25/2015,1/25/1900,December,2015,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",15,42,54,164,630,794
1/21/2014,1/21/1900,January,2014,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,66,252,318
1/21/2016,1/21/1900,January,2016,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,33,126,159
3/5/2014,1/5/1900,March,2014,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,295,1134,1429
3/5/2016,1/5/1900,March,2016,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,262,1008,1270
3/14/2014,1/14/1900,March,2014,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,295,1134,1429
3/14/2016,1/14/1900,March,2016,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",26,42,54,284,1092,1376
4/6/2014,1/6/1900,April,2014,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,295,1134,1429
4/6/2016,1/6/1900,April,2016,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,295,1134,1429
5/1/2014,1/1/1900,May,2014,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,11,42,53
5/1/2016,1/1/1900,May,2016,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,11,42,53
5/18/2014,1/18/1900,May,2014,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,109,420,529
5/18/2016,1/18/1900,May,2016,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,87,336,423
6/5/2014,1/5/1900,June,2014,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",13,42,54,142,546,688
6/5/2016,1/5/1900,June,2016,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",14,42,54,153,588,741
6/22/2014,1/22/1900,June,2014,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,175,672,847
6/22/2016,1/22/1900,June,2016,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",18,42,54,197,756,953
9/22/2013,1/22/1900,September,2013,36,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,44,420,464
9/22/2015,1/22/1900,September,2015,36,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,44,420,464
10/28/2013,1/28/1900,October,2013,36,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,40,378,418
10/28/2015,1/28/1900,October,2015,36,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,44,420,464
6/2/2014,1/2/1900,June,2014,36,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,31,294,325
6/2/2016,1/2/1900,June,2016,36,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,27,252,279
7/26/2014,1/26/1900,July,2014,36,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,71,672,743
7/26/2016,1/26/1900,July,2016,36,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,71,672,743
11/3/2013,1/3/1900,November,2013,30,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",5,42,54,1,210,211
11/3/2015,1/3/1900,November,2015,30,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",5,42,54,1,210,211
2/21/2014,1/21/1900,February,2014,30,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2,42,54,0,84,84
2/21/2016,1/21/1900,February,2016,30,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",4,42,54,0,168,168
7/19/2014,1/19/1900,July,2014,30,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,2,588,590
7/19/2016,1/19/1900,July,2016,30,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",15,42,54,2,630,632
9/6/2013,1/6/1900,September,2013,27,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,17,1092,1109
9/6/2015,1/6/1900,September,2015,27,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",27,42,54,18,1134,1152
9/23/2013,1/23/1900,September,2013,27,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,15,924,939
9/23/2015,1/23/1900,September,2015,27,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,13,840,853
11/15/2013,1/15/1900,November,2013,27,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",10,42,54,7,420,427
11/15/2015,1/15/1900,November,2015,27,Young Adults (25-34),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,5,336,341
8/3/2013,1/3/1900,August,2013,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,22,84,106
8/3/2015,1/3/1900,August,2015,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,22,84,106
8/25/2013,1/25/1900,August,2013,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,240,924,1164
8/25/2015,1/25/1900,August,2015,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,262,1008,1270
9/12/2013,1/12/1900,September,2013,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,262,1008,1270
9/12/2015,1/12/1900,September,2015,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,273,1050,1323
10/22/2013,1/22/1900,October,2013,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,229,882,1111
10/22/2015,1/22/1900,October,2015,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,218,840,1058
11/7/2013,1/7/1900,November,2013,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,11,42,53
11/7/2015,1/7/1900,November,2015,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,11,42,53
12/24/2013,1/24/1900,December,2013,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,197,756,953
12/24/2015,1/24/1900,December,2015,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,175,672,847
2/6/2014,1/6/1900,February,2014,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,186,714,900
2/6/2014,1/6/1900,February,2014,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,120,462,582
2/6/2016,1/6/1900,February,2016,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,197,756,953
2/6/2016,1/6/1900,February,2016,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",9,42,54,98,378,476
2/26/2014,1/26/1900,February,2014,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,66,252,318
2/26/2016,1/26/1900,February,2016,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,33,126,159
4/8/2014,1/8/1900,April,2014,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,44,168,212
4/8/2016,1/8/1900,April,2016,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,33,126,159
8/24/2013,1/24/1900,August,2013,28,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,183,672,855
8/24/2015,1/24/1900,August,2015,28,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,206,756,962
10/15/2013,1/15/1900,October,2013,28,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,252,924,1176
10/15/2015,1/15/1900,October,2015,28,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,275,1008,1283
12/31/2013,1/31/1900,December,2013,28,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,275,1008,1283
12/31/2015,1/31/1900,December,2015,28,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,264,966,1230
8/18/2013,1/18/1900,August,2013,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",23,42,54,3,966,969
8/18/2015,1/18/1900,August,2015,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,3,1050,1053
12/28/2013,1/28/1900,December,2013,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,3,1050,1053
12/28/2015,1/28/1900,December,2015,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",23,42,54,3,966,969
2/5/2014,1/5/1900,February,2014,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,3,1092,1095
2/5/2016,1/5/1900,February,2016,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",27,42,54,3,1134,1137
3/7/2014,1/7/1900,March,2014,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,1,294,295
3/7/2016,1/7/1900,March,2016,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",6,42,54,1,252,253
3/8/2014,1/8/1900,March,2014,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,2,672,674
3/8/2016,1/8/1900,March,2016,32,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,2,672,674
